,University ID,Degree in Engineering,Degree in Math,Degree in Computer Science,Degree in Science and Tech,Region,Share of Female,Enrollment of UnderGrad,Mean Earning After 6 yrs of Grad (0-30k),Mean Earning After 6 yrs of Grad(30-75k),Mean Earning After 6 yrs of Grad(75k +),Mean Earning After 10 yrs of Grad (0-30k),Mean Earning After 10 yrs of Grad(30-75k),Mean Earning After 10 yrs of Grad(75k +)
3571,229540,0.0,0.0,0.0,0.0,6,0.694771242,3176.0,31100,41300,41600,36500,48000,47300
3573,229780,0.0,Degree in Math,Degree in Computer Science,0.0,6,0.577603143,3549.0,34200,44300,47900,40700,49100,53900
3575,229814,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,6,0.600337743,7383.0,38700,39800,39700,42900,47900,50500
3577,229841,0.0,0.0,0.0,0.0,6,0.577919321,6244.0,31000,36400,41900,39300,44800,51500
3581,230038,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,7,0.47952785,31233.0,49600,43600,40200,76900,63800,62100
3582,230047,0.0,Degree in Math,Degree in Computer Science,Degree in Science and Tech,8,0.6020558,2855.0,39400,30800,32200,51300,45400,47100
3583,230056,0.0,0.0,Degree in Computer Science,0.0,7,0.733021077,166.0,24000,30900,29600,27300,34700,33100
3588,230171,0.0,Degree in Math,Degree in Computer Science,0.0,7,0.560557342,7687.0,30600,34400,33900,42300,41300,38200
3592,230366,0.0,0.0,0.0,0.0,7,0.77184466,329.0,22400,30000,28900,28600,34600,38600
3593,230418,0.0,0.0,0.0,0.0,7,0.425409047,2033.0,32300,34900,35500,42200,44700,41500
3595,230597,0.0,0.0,0.0,0.0,7,0.532627866,3471.0,30900,28400,29100,38400,35400,38600
3596,230603,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,7,0.552471483,6849.0,34200,34200,33700,46200,44700,44500
3597,230621,0.0,0.0,Degree in Computer Science,0.0,7,0.742064152,205.0,22400,32800,35700,30200,38800,39200
3598,230630,0.0,0.0,Degree in Computer Science,0.0,7,0.742064152,143.0,22400,32800,35700,30200,38800,39200
3600,230728,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,7,0.549590875,21473.0,37700,38200,35800,51500,47200,48400
3601,230737,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,7,0.47188775,27428.0,37200,40700,39300,50100,51700,50600
3602,230746,0.0,0.0,0.0,0.0,7,0.53722486,21445.0,30100,37400,38300,39700,47400,49200
3603,230764,Degree in Engineering,B.S. Math,Degree in Computer Science,0.0,7,0.505529686,23402.0,47700,49900,41700,64200,65200,58800
3604,230782,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,7,0.584247258,16947.0,36500,42900,40500,48800,50800,51100
3605,230807,0.0,Degree in Math,Degree in Computer Science,0.0,7,0.609394314,2002.0,37700,47600,47600,54800,63200,54600
3607,230834,0.0,Degree in Math,0.0,0.0,1,0.5093412,1757.0,30300,34700,34400,37000,41000,42400
3608,230852,0.0,0.0,Degree in Computer Science,0.0,1,0.470273166,3771.0,37300,43600,43400,49400,52000,57800
3609,230861,0.0,0.0,0.0,0.0,1,0.680800942,3874.0,24500,30900,32100,27000,35600,38200
3612,230913,0.0,Degree in Math,0.0,0.0,1,0.663659794,1317.0,26000,29500,29900,32900,34600,39600
3613,230931,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.475806452,1011.0,28700,29700,31500,30500,36800,38900
3615,230959,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.53432282,2532.0,51200,41100,48900,71400,61000,78700
3616,230977,0.0,0.0,0.0,0.0,1,0.494444444,144.0,29800,32300,33900,36400,39300,41300
3617,230995,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.266242938,3160.0,41700,39200,44100,51200,59900,57500
3622,231086,0.0,0.0,0.0,0.0,1,0.594594595,347.0,32200,32900,42200,34900,38800,42200
3625,231165,Degree in Engineering,0.0,Degree in Computer Science,0.0,1,0.538807649,1389.0,40000,45000,42200,43200,45900,48700
3626,231174,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.601497265,10513.0,38300,39200,41500,59600,52200,55100
3628,231411,0.0,0.0,0.0,0.0,5,0.034739454,464.0,29900,35200,38000,38000,44300,46000
3629,231420,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.52657602,908.0,30400,38700,50000,37000,47500,58500
3630,231536,0.0,0.0,0.0,0.0,5,0.604316547,3054.0,25600,30600,35300,33600,38200,41500
3631,231554,0.0,Degree in Math,0.0,0.0,5,0.566009105,874.0,28800,41000,45100,31300,46800,55400
3632,231581,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.523904383,1874.0,28500,34000,37300,39400,43700,49300
3633,231624,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.607172644,6243.0,45400,44000,49400,76500,69300,75800
3634,231651,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.653869969,4087.0,29700,33000,45400,38600,47100,52500
3637,231712,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.595238095,4950.0,37300,39000,39700,45800,47900,54800
3639,231785,0.0,0.0,0.0,0.0,5,0.817159033,475.0,20500,30800,31700,23900,32900,40900
3640,231828,0.0,0.0,0.0,0.0,5,0.817159033,590.0,20500,30800,31700,23900,32900,40900
3641,231837,0.0,0.0,0.0,0.0,5,0.830985916,771.0,41700,49500,51700,58700,57300,60400
3645,232016,0.0,0.0,0.0,0.0,5,0.857352941,150.0,16600,25800,27300,22900,31100,31400
3646,232025,0.0,Degree in Math,0.0,0.0,5,0.487410072,977.0,33000,29200,33500,40500,47000,45600
3647,232043,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.635714286,1089.0,33200,38000,41000,35000,43400,49300
3649,232089,0.0,0.0,Degree in Computer Science,0.0,5,0.395878525,1122.0,25000,28400,30600,37000,40900,44100
3650,232186,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.557201846,24395.0,45800,48700,46500,64600,64400,62900
3653,232265,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.691535151,3786.0,31900,40300,38900,47200,49800,52500
3655,232414,0.0,0.0,0.0,0.0,5,0.615017878,7343.0,24100,31400,32600,30800,39700,39600
3656,232423,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.61322532,19666.0,43800,44100,47100,60200,60600,64700
3657,232450,0.0,0.0,0.0,0.0,5,0.633657858,6216.0,26000,33500,35300,33100,40400,42100
3658,232557,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.643964859,45364.0,29700,36400,40600,36400,40800,45500
3659,232566,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.687763713,4230.0,35100,33100,38000,44300,45200,45600
3661,232609,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.617154812,1979.0,35500,32500,37000,41200,44900,53500
3663,232672,0.0,Degree in Math,0.0,0.0,5,0.931125828,1058.0,27200,32900,33000,38500,37600,42600
3664,232681,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.685314685,4366.0,39100,40800,40400,47700,60700,57000
3665,232706,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.702755906,2241.0,45200,48300,42700,56100,58300,56800
3668,232797,0.0,0.0,Degree in Computer Science,0.0,5,0.843609866,912.0,17900,25800,28400,21000,27700,29400
3669,232867,0.0,0.0,0.0,0.0,5,0.538707614,2444.0,25000,30000,33400,32500,37000,48100
3672,232937,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.671740828,4641.0,27100,32400,31800,36700,40100,40300
3673,232946,0.0,0.0,0.0,0.0,5,0.529508873,40119.0,34500,39400,39600,45000,49300,52500
3674,232982,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.60197664,19364.0,37200,38400,39100,45900,50000,49900
3680,233277,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.595013991,8376.0,35600,36000,39400,45500,45800,50200
3688,233374,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.549090909,3165.0,47000,48600,55800,89200,64400,81600
3690,233426,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.5968523,1990.0,32300,36300,39900,53600,47000,53800
3692,233541,0.0,Degree in Math,0.0,0.0,5,0.608499096,2055.0,44800,45000,39400,50100,53500,52600
3693,233611,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.511627907,877.0,34100,27700,29400,42900,38800,36000
3697,233684,0.0,0.0,Degree in Computer Science,0.0,5,0.750834485,4256.0,26600,43400,63600,39500,54200,74700
3699,233754,0.0,0.0,0.0,0.0,5,0.616551417,6693.0,23600,30400,32500,30900,36400,36500
3700,233772,0.0,0.0,0.0,0.0,5,0.599359225,19516.0,24700,30800,31600,32300,38600,40300
3702,233897,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.495716034,1249.0,27200,29900,33800,40500,46400,44100
3704,233921,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.464932652,27120.0,49700,48400,51300,64400,64400,68600
3705,233949,0.0,0.0,0.0,0.0,5,0.582639715,4312.0,24100,31600,32600,28600,39100,48200
3706,234030,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.624378397,22393.0,37600,38100,37000,51000,48600,49700
3707,234076,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.545454546,16207.0,52700,55600,58800,84500,74000,80100
3711,234155,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.560944749,4265.0,27200,29200,31100,35600,39000,41900
3712,234164,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.543147208,1211.0,23300,23600,25000,32500,35800,34400
3713,234173,0.0,Degree in Math,0.0,0.0,5,0.627013631,1369.0,29500,31300,32400,38200,43100,46900
3718,234492,0.0,0.0,Degree in Computer Science,0.0,8,0.478382148,856.0,28400,34500,33600,36400,40800,43400
3720,234669,0.0,0.0,Degree in Computer Science,0.0,8,0.559114274,7150.0,36200,43400,44700,43400,55200,59900
3722,234711,0.0,0.0,0.0,0.0,8,0.563484708,1618.0,25500,31300,36900,34100,42200,47100
3723,234827,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.545890822,11468.0,37100,40100,39300,47900,52200,50300
3725,234915,0.0,0.0,Degree in Computer Science,0.0,8,0.601265823,767.0,37500,49800,59700,42400,55900,64000
3727,234933,0.0,0.0,0.0,0.0,8,0.568383167,8170.0,26600,35900,36400,33900,42700,46400
3728,234951,0.0,0.0,0.0,0.0,8,0.610816543,1865.0,25200,35000,37400,34800,43800,40800
3729,234979,0.0,0.0,Degree in Computer Science,0.0,8,0.602721686,5731.0,27900,33600,42500,36100,42800,49000
3730,235024,0.0,0.0,0.0,0.0,8,0.642276423,652.0,27200,29200,27800,34200,35500,31500
3731,235088,0.0,0.0,0.0,0.0,8,0.027184466,242.0,43900,56500,53400,46600,56700,60600
3732,235097,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.575044405,10500.0,37700,38200,37200,46100,47600,46600
3733,235103,0.0,0.0,0.0,0.0,8,0.590566984,3661.0,30000,38500,38600,37500,48000,56100
3734,235149,0.0,0.0,0.0,0.0,8,0.671573137,5512.0,26700,32300,37000,34500,44000,44100
3736,235167,0.0,0.0,0.0,0.0,8,0.60723933,3560.0,27700,31000,26900,34900,39700,37800
3737,235237,0.0,0.0,0.0,0.0,8,0.648098434,4938.0,29000,34100,36500,35800,41600,50800
3739,235316,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.526244035,5119.0,46700,44900,51800,58900,60900,66400
3741,235343,0.0,0.0,Degree in Computer Science,0.0,8,0.522275259,5667.0,29400,35000,39100,39000,44400,48200
3744,235431,0.0,0.0,Degree in Computer Science,0.0,8,0.605825243,4860.0,29500,35800,41300,36200,47000,48400
3745,235501,0.0,0.0,0.0,0.0,8,0.520501139,126.0,22300,23800,27200,27100,27400,29100
3747,235583,0.0,0.0,0.0,0.0,8,0.960474308,145.0,23300,27900,28100,27200,31300,29900
3748,235671,0.0,0.0,0.0,0.0,8,0.388429752,1015.0,28700,40200,41200,38900,50700,58200
3749,235699,0.0,0.0,0.0,0.0,8,0.547945206,1701.0,33800,40500,47200,41300,53200,58500
3750,235750,0.0,0.0,0.0,0.0,8,0.61965812,1301.0,26800,36400,38300,31800,38700,48000
3754,236133,0.0,Degree in Math,Degree in Computer Science,0.0,8,0.616525424,911.0,38600,39800,40800,46200,44400,48200
3755,236188,0.0,0.0,Degree in Computer Science,0.0,8,0.600987654,4627.0,27200,33700,33900,33900,43600,44600
3756,236212,0.0,0.0,0.0,0.0,8,0.206405694,842.0,40700,44000,52900,50600,59200,70100
3757,236230,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.646341463,2672.0,37600,39100,40000,49700,52100,56300
3759,236328,0.0,Degree in Math,Degree in Computer Science,0.0,8,0.639386189,2413.0,45900,40700,37500,55800,62200,59000
3760,236382,0.0,0.0,Degree in Computer Science,0.0,8,0.581583199,1347.0,31500,43200,39200,39000,50700,48900
3761,236452,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.587521664,1259.0,40500,43900,38700,44900,51300,59900
3764,236577,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.695906433,2900.0,42000,38900,41300,49800,56400,54300
3765,236595,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.650700935,4547.0,52400,47500,45900,65400,60400,63200
3766,236610,0.0,0.0,0.0,0.0,8,0.554265815,3390.0,31700,42600,40100,43500,49600,52300
3767,236638,0.0,0.0,0.0,0.0,8,0.622743682,2634.0,27100,34700,38500,31900,40500,51000
3769,236692,0.0,0.0,0.0,0.0,8,0.56284153,5250.0,26900,37100,40500,33500,42300,47200
3770,236708,0.0,0.0,Degree in Computer Science,0.0,8,0.568476249,5444.0,25400,29700,31500,32900,37200,41000
3772,236753,0.0,0.0,0.0,0.0,8,0.64338507,5966.0,29500,38600,40000,36000,45800,51100
3773,236887,0.0,0.0,0.0,0.0,8,0.55448098,2229.0,26700,34800,39200,34200,42200,50900
3774,236896,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.519402985,1610.0,40700,40700,45500,51600,49600,51300
3775,236939,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.574296336,24797.0,42900,45100,45800,53400,56200,59100
3776,236948,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.574635542,30295.0,50000,50800,50100,74900,65400,66800
3777,236975,0.0,0.0,0.0,0.0,8,0.576835731,2621.0,26100,31600,35900,33600,40300,46600
3778,237011,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.600043927,14876.0,36800,37300,37900,47700,50100,53000
3779,237039,0.0,0.0,0.0,0.0,8,0.581177766,2709.0,30600,31300,40700,35700,45000,36300
3781,237066,0.0,Degree in Math,Degree in Computer Science,0.0,8,0.646684832,2227.0,31000,36900,39700,39700,48400,51400
3782,237109,0.0,0.0,Degree in Computer Science,0.0,8,0.647540984,2416.0,25800,32900,36100,33400,40400,45700
3783,237118,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.431677019,935.0,37500,40000,41400,44100,47300,48900
3788,237181,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.292191436,597.0,28900,32400,35000,44000,42700,45300
3789,237215,0.0,0.0,Degree in Computer Science,0.0,5,0.627296588,1363.0,24100,33200,42100,28800,34500,39700
3792,237312,0.0,0.0,0.0,0.0,5,0.587006961,1810.0,35800,37500,43100,43100,45900,51000
3794,237330,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.585769981,1830.0,27100,28700,31500,32300,37100,38800
3795,237358,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.694989107,791.0,27500,30600,33400,36500,39200,47700
3796,237367,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.56556962,3488.0,26200,32100,35500,33400,40200,44400
3797,237385,0.0,0.0,0.0,0.0,5,0.441371681,1326.0,24500,28300,35200,32400,39700,47400
3801,237525,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.586842761,8554.0,30100,34000,34200,39200,40900,45800
3808,237640,0.0,Degree in Math,0.0,0.0,5,0.507518797,424.0,27200,30600,32700,35500,38600,46600
3809,237686,0.0,0.0,0.0,0.0,5,0.614678899,2172.0,22700,31200,33100,30200,36000,40100
3810,237701,0.0,0.0,0.0,0.0,5,0.501255903,1198.0,35600,38200,41700,46200,51100,56600
3813,237792,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.600388601,2956.0,30100,34900,36700,39800,41100,47100
3817,237899,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.536244542,1905.0,26100,29600,34700,30500,36800,38500
3819,237932,0.0,Degree in Math,0.0,0.0,5,0.612774451,1994.0,27100,30900,33500,34600,38800,45000
3820,237950,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.501255903,1256.0,35600,38200,41700,46200,51100,56600
3821,237969,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.572317263,1304.0,30800,31700,37500,38800,46100,53800
3825,238014,0.0,0.0,0.0,0.0,5,0.650446872,1180.0,22300,30000,32200,27400,34200,37100
3826,238032,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.501255903,21703.0,35600,38200,41700,46200,51100,56600
3827,238078,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.532051282,694.0,34900,42300,45200,40100,51200,54100
3831,238263,0.0,0.0,0.0,0.0,3,0.568469737,10917.0,27900,34900,35700,34600,40700,43600
3834,238397,0.0,0.0,0.0,0.0,3,0.577859779,2098.0,26100,34900,34700,29900,36400,41600
3835,238430,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.721367521,1284.0,33700,48000,55800,39200,54900,66800
3836,238458,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.663884674,2895.0,36300,39400,41600,41400,47600,48400
3837,238476,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.550553506,2723.0,35600,37600,40200,40300,48700,52800
3839,238616,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.642100415,3533.0,31500,42200,43600,37300,48500,52500
3840,238661,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.75464191,1521.0,37500,44100,41800,44500,49000,48400
3841,238722,0.0,0.0,0.0,0.0,3,0.485884567,6670.0,28900,34800,37200,32400,38800,42800
3842,238759,0.0,0.0,0.0,0.0,3,0.585932316,5854.0,23900,32200,35600,28500,36600,41400
3844,238980,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.576576577,1835.0,32200,43100,41100,36700,47900,50100
3845,239008,0.0,0.0,0.0,0.0,3,0.590118939,2021.0,28500,34700,36000,30800,38000,41300
3847,239071,0.0,0.0,0.0,0.0,3,0.556164384,686.0,30500,30600,35900,38100,39200,38300
3848,239080,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.694813028,1495.0,33000,40100,46000,39900,45100,52500
3849,239105,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.585407001,8093.0,62300,49000,53500,85700,68000,67500
3851,239220,0.0,0.0,0.0,0.0,3,0.60999306,2287.0,27000,33500,35000,31100,37900,41700
3852,239248,0.0,0.0,0.0,0.0,3,0.582890614,12692.0,24300,32400,34200,29300,38100,40100
3853,239309,0.0,0.0,0.0,0.0,3,0.653439153,659.0,31000,25800,28400,27900,40900,39100
3854,239318,Degree in Engineering,0.0,0.0,0.0,3,0.292797007,2605.0,51400,57900,61100,62100,71900,74500
3855,239372,0.0,0.0,0.0,0.0,3,0.695717506,3463.0,29200,34900,38500,32300,38100,39500
3859,239460,0.0,0.0,0.0,0.0,3,0.60750109,3440.0,28400,32100,38700,33000,39100,42300
3860,239488,0.0,0.0,0.0,0.0,3,0.597201018,6601.0,29200,35500,35500,34000,40100,44700
3864,239716,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.570498915,2041.0,36900,35100,41500,51300,47500,53000
3867,239910,0.0,0.0,0.0,0.0,3,0.592668024,1406.0,26700,32200,36400,32100,38100,39800
3868,239929,0.0,0.0,0.0,0.0,3,0.817159033,152.0,20500,30800,31700,23900,32900,40900
3869,240055,0.0,0.0,0.0,0.0,3,0.547811696,9321.0,27700,31900,33000,34300,40700,40800
3870,240107,0.0,Degree in Math,0.0,0.0,3,0.75282167,1767.0,36300,42200,43300,40000,45400,53600
3871,240116,0.0,0.0,0.0,0.0,3,0.54796859,4232.0,30200,35900,40000,32600,41000,44800
3872,240125,0.0,0.0,0.0,0.0,3,0.576476527,4715.0,29300,35600,34300,31400,42300,44300
3873,240170,0.0,0.0,0.0,0.0,3,0.535666814,3854.0,28200,34200,36500,33200,38400,43200
3874,240189,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.514368456,10543.0,33700,36600,39100,39700,44200,48900
3875,240198,0.0,0.0,0.0,0.0,3,0.598730159,2515.0,28200,32300,36700,30700,40100,41300
3878,240268,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.644375324,10070.0,38100,38300,41800,46100,49700,52000
3879,240277,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.680396644,5503.0,33500,36500,37700,40800,45700,45200
3880,240329,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.577436195,9436.0,35900,38100,42100,50300,51300,53600
3882,240365,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.609716157,9162.0,35200,37100,39400,42700,45600,46800
3883,240374,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.566447701,4056.0,29600,33300,35500,36500,43400,45900
3884,240392,0.0,0.0,Degree in Computer Science,0.0,3,0.813546519,1727.0,24500,34900,40100,35000,42500,52600
3885,240417,Degree in Engineering,Degree in Math,Degree in Computer Science,Degree in Science and Tech,3,0.475708502,7955.0,38300,41400,41600,44700,47900,50600
3886,240426,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.642276423,2241.0,30300,34600,34600,36000,41500,41900
3887,240444,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.531132783,29930.0,45600,47300,51600,72100,64700,68000
3888,240453,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.56415828,19436.0,38000,37900,39100,46000,47200,50100
3889,240462,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.376672384,7496.0,35700,39800,44200,45900,48600,55300
3890,240471,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.6388334,5515.0,35600,35600,37800,43800,43100,46600
3891,240480,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.543250689,7768.0,32500,34200,35400,40200,44100,44800
3892,240505,0.0,0.0,0.0,0.0,7,0.586392122,2298.0,30800,37500,44600,37100,42500,52600
3895,240620,0.0,0.0,0.0,0.0,7,0.609848485,2803.0,28400,36100,40200,34400,40700,52000
3896,240657,0.0,0.0,0.0,0.0,7,0.556438792,1169.0,26800,32200,34200,33100,42900,37900
3897,240666,0.0,0.0,0.0,0.0,7,0.591710758,2076.0,28800,36100,43200,35000,44800,44700
3898,240693,0.0,0.0,0.0,0.0,7,0.58968347,2349.0,31400,40000,38500,35800,38700,43900
3900,240718,0.0,0.0,0.0,0.0,7,0.061971831,464.0,32100,39000,42300,45400,48600,52600
3901,240727,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,7,0.543719639,9623.0,43500,43900,44900,55300,51600,55500
3904,240754,0.0,Degree in Math,Degree in Computer Science,0.0,9,0.595106551,3533.0,24300,25500,30900,31200,33300,43400
3941,242617,0.0,Degree in Math,Degree in Computer Science,0.0,9,0.521446594,4046.0,18500,21100,28300,22800,25200,28800
3942,242626,0.0,0.0,Degree in Computer Science,0.0,9,0.540022548,3915.0,18500,21100,28300,22800,25200,28800
3943,242635,0.0,0.0,Degree in Computer Science,0.0,9,0.59634425,3870.0,18500,21100,28300,22800,25200,28800
3944,242644,0.0,0.0,Degree in Computer Science,0.0,9,0.561823802,1784.0,18500,21100,28300,22800,25200,28800
3945,242653,0.0,B.S. Math,Degree in Computer Science,0.0,9,0.574260995,6060.0,18500,21100,28300,22800,25200,28800
3946,242662,0.0,0.0,Degree in Computer Science,0.0,9,0.582067322,4690.0,18500,21100,28300,22800,25200,28800
3947,242680,0.0,0.0,Degree in Computer Science,0.0,9,0.571837026,1959.0,18500,21100,28300,22800,25200,28800
3948,242699,0.0,0.0,Degree in Computer Science,Degree in Science and Tech,9,0.665390505,1789.0,18500,21100,28300,22800,25200,28800
3949,242705,Degree in Engineering,Degree in Math,Degree in Computer Science,Degree in Science and Tech,9,0.434991424,4488.0,18500,21100,28300,22800,25200,28800
3973,243577,Degree in Engineering,0.0,Degree in Computer Science,0.0,9,0.223521767,3459.0,23700,29800,32500,34500,37000,51900
3975,243601,Degree in Engineering,0.0,Degree in Computer Science,0.0,9,0.579454058,14061.0,18300,23900,31800,23400,25600,32100
3979,243744,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.494019139,7056.0,97300,83000,96700,134300,135300,151000
3980,243780,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.47320725,31887.0,48400,46400,50400,59700,58500,65100
3985,244233,0.0,0.0,0.0,0.0,5,0.734204793,401.0,23800,32700,35900,29100,34300,48500
3987,244437,0.0,0.0,0.0,0.0,5,0.630079449,16577.0,27400,32200,32500,35900,40900,42400
3989,244561,0.0,0.0,0.0,0.0,3,0.759259259,205.0,20800,30600,26900,32800,41200,36600
3990,244613,0.0,0.0,0.0,0.0,3,0.030985916,223.0,30100,39200,45300,38600,49300,52500
3993,245342,0.0,0.0,0.0,0.0,4,0.402218115,545.0,21500,31600,33500,28500,40700,48500
3999,245838,0.0,0.0,0.0,0.0,8,0.74789916,193.0,31600,40200,56300,39900,41200,46700
4000,245847,0.0,0.0,0.0,0.0,8,0.74789916,103.0,31600,40200,56300,39900,41200,46700
4002,245883,0.0,0.0,0.0,0.0,8,0.74789916,88.0,31600,40200,56300,39900,41200,46700
4003,245892,0.0,0.0,0.0,0.0,3,0.74789916,41.0,31600,40200,56300,39900,41200,46700
4004,245953,0.0,Degree in Math,0.0,0.0,6,0.662586075,1561.0,27400,40400,54400,33400,46300,55400
4005,245962,0.0,0.0,0.0,0.0,6,0.51059207,329.0,27000,40500,39600,25100,36300,35500
4009,246035,0.0,0.0,0.0,0.0,8,0.862098873,243.0,23800,29100,30800,25900,30400,35200
4014,246354,0.0,0.0,0.0,0.0,6,0.602893416,6681.0,27400,32800,42900,31200,37000,41200
4020,246895,0.0,0.0,0.0,0.0,6,0.618181818,487.0,30700,42800,49100,34300,45300,53200
4021,246974,0.0,0.0,0.0,0.0,8,0.872980501,290.0,25000,34000,38400,30300,36600,43300
4024,247065,0.0,0.0,0.0,0.0,5,0.893366919,617.0,26400,36200,41100,25000,34300,38500
4025,247153,0.0,0.0,0.0,0.0,3,0.803653973,290.0,19800,24600,26400,23000,28300,28300
4027,247409,0.0,0.0,0.0,0.0,3,0.941152432,138.0,18800,22800,23700,20800,24000,26000
4028,247603,0.0,0.0,0.0,0.0,2,0.537542662,2172.0,26100,29600,33200,31500,43200,40800
4030,247700,0.0,0.0,Degree in Computer Science,0.0,4,0.758220503,255.0,24400,36100,46000,29400,42500,56600
4033,247834,0.0,0.0,0.0,0.0,6,0.599704381,25701.0,32200,37900,39500,38600,44100,46200
4034,247940,0.0,0.0,0.0,0.0,5,0.560946028,2461.0,23700,31600,34600,27800,35100,41400
4043,248846,0.0,0.0,0.0,0.0,8,0.890282132,66.0,34900,38600,38100,40700,42900,43500
4044,248882,0.0,0.0,Degree in Computer Science,0.0,6,0.758220503,190.0,24400,36100,46000,29400,42500,56600
4046,248934,0.0,0.0,Degree in Computer Science,0.0,5,0.637383178,11512.0,28500,35900,39200,34500,43300,45900
4047,249140,0.0,0.0,0.0,0.0,2,0.764235764,146.0,24000,31300,34100,36400,45600,53000
